ClientAccountID,AccountAlias,Model,CurrencyPrimary,FXRateToBase,AssetClass,SubCategory,Symbol,Description,Conid,SecurityID,SecurityIDType,CUSIP,ISIN,FIGI,ListingExchange,UnderlyingConid,UnderlyingSymbol,UnderlyingSecurityID,UnderlyingListingExchange,Issuer,IssuerCountryCode,TradeID,Multiplier,RelatedTradeID,Strike,ReportDate,Expiry,DateTime,Put/Call,TradeDate,PrincipalAdjustFactor,SettleDateTarget,TransactionType,Exchange,Quantity,TradePrice,TradeMoney,Proceeds,Taxes,IBCommission,IBCommissionCurrency,NetCash,ClosePrice,Open/CloseIndicator,Notes/Codes,CostBasis,FifoPnlRealized,MtmPnl,OrigTradePrice,OrigTradeDate,OrigTradeID,OrigOrderID,OrigTransactionID,Buy/Sell,ClearingFirmID,IBOrderID,TransactionID,IBExecID,RelatedTransactionID,RTN,BrokerageOrderID,OrderReference,VolatilityOrderLink,ExchOrderID,ExtExecID,OrderTime,OpenDateTime,HoldingPeriodDateTime,WhenRealized,WhenReopened,LevelOfDetail,ChangeInPrice,ChangeInQuantity,OrderType,TraderID,IsAPIOrder,AccruedInterest,InitialInvestment,SerialNumber,DeliveryType,CommodityType,Fineness,Weight
U13241525,,,USD,1,STK,REIT,HPP,HUDSON PACIFIC PROPERTIES IN,76649551,US4440971095,ISIN,444097109,US4440971095,BBG000QC4T33,NYSE,,HPP,,,,US,6760965469,1,,,2024-10-08,,2024-10-08;155124,,2024-10-08,,2024-10-09,ExchTrade,ISLAND,-100,4.42,-442,442,0,-1.0360876,USD,440.9639124,4.44,C,P,-486.0,-45.033688,-2.0,0.0,,,0.0,0.0,SELL,,3524165947.0,29448156091.0,00013911.67059973.01.01,,,01303fe3.0001d294.6704b4d2.0001,,,,0385398972,2024-10-08;155124,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,REIT,HPP,HUDSON PACIFIC PROPERTIES IN,76649551,US4440971095,ISIN,444097109,US4440971095,BBG000QC4T33,NYSE,,HPP,,,,US,6760965503,1,,,2024-10-08,,2024-10-08;155124,,2024-10-08,,2024-10-09,ExchTrade,ISLAND,-600,4.42,-2652,2652,0,-2.7165256,USD,2649.2834744,4.44,C,P,-2917.2,-267.902126,-12.0,0.0,,,0.0,0.0,SELL,,3524165947.0,29448156107.0,00013911.67059972.01.01,,,01303fe3.0001d294.6704b4d2.0001,,,,0385398962,2024-10-08;155124,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,REIT,HPP,HUDSON PACIFIC PROPERTIES IN,76649551,US4440971095,ISIN,444097109,US4440971095,BBG000QC4T33,NYSE,,HPP,,,,US,6760965522,1,,,2024-10-08,,2024-10-08;155124,,2024-10-08,,2024-10-09,ExchTrade,ISLAND,-800,4.42,-3536,3536,0,-4.2887008,USD,3531.7112992,4.44,C,P,-3890.4,-358.669501,-16.0,0.0,,,0.0,0.0,SELL,,3524165947.0,29448156113.0,00013911.67059971.01.01,,,01303fe3.0001d294.6704b4d2.0001,,,,0385398952,2024-10-08;155124,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,REIT,HPP,HUDSON PACIFIC PROPERTIES IN,76649551,US4440971095,ISIN,444097109,US4440971095,BBG000QC4T33,NYSE,,HPP,,,,US,6760965529,1,,,2024-10-08,,2024-10-08;155124,,2024-10-08,,2024-10-09,ExchTrade,DARK,-2700,4.412,-11912.4,11912.4,0,-14.47376472,USD,11897.92623528,4.44,C,P,-13129.445,-1231.518764,-75.6,0.0,,,0.0,0.0,SELL,,3524165947.0,29448156118.0,0000d5d6.6705b08d.01.01,,,01303fe3.0001d294.6704b4d2.0001,,,,SD_15039162988,2024-10-08;155124,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,IWMY,DFN R2000 EN OPT&0DTE IN ETF,716342254,US88636J1390,ISIN,88636J139,US88636J1390,BBG01JZ6HCY3,ARCA,,IWMY,,,,US,7640393095,1,,,2025-05-08,,2025-05-08;150858,,2025-05-08,,2025-05-09,ExchTrade,DARK,1000,24.115,24115,-24115,0,-5.046,USD,-24120.046,24.105,O,,24120.046,0.0,-10.0,0.0,,,0.0,0.0,BUY,,4047576681.0,32786998027.0,0001f951.681d06e1.01.01,,,01303fe3.0001d294.681c34c4.0001,,,,EXC-189844,2025-05-08;150858,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,IWMY,DFN R2000 EN OPT&0DTE IN ETF,716342254,US88636J1390,ISIN,88636J139,US88636J1390,BBG01JZ6HCY3,ARCA,,IWMY,,,,US,7731620138,1,,,2025-05-30,,2025-05-30;120821,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-113,23.8,-2689.4,2689.4,0,-1.022713,USD,2688.377287,23.79,C,P,-2725.565198,-37.187911,1.13,0.0,,,0.0,0.0,SELL,,4102782676.0,33139780062.0,00010358.6839c195.01.01,,,01303fe3.0001d294.68393330.0001,,,,0d.a467.11.01.000f0d:120445,2025-05-30;115227,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,IWMY,DFN R2000 EN OPT&0DTE IN ETF,716342254,US88636J1390,ISIN,88636J139,US88636J1390,BBG01JZ6HCY3,ARCA,,IWMY,,,,US,7731620161,1,,,2025-05-30,,2025-05-30;120821,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-438,23.8,-10424.4,10424.4,0,-1.843038,USD,10422.556962,23.79,C,P,-10564.580148,-142.023186,4.38,0.0,,,0.0,0.0,SELL,,4102782676.0,33139780072.0,00010358.6839c193.01.01,,,01303fe3.0001d294.68393330.0001,,,,0d.a467.11.01.000f0d:120443,2025-05-30;115227,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,IWMY,DFN R2000 EN OPT&0DTE IN ETF,716342254,US88636J1390,ISIN,88636J139,US88636J1390,BBG01JZ6HCY3,ARCA,,IWMY,,,,US,7731620218,1,,,2025-05-30,,2025-05-30;120821,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-308,23.8,-7330.4,7330.4,0,-1.601908,USD,7328.798092,23.79,C,P,-7428.974168,-100.176076,3.08,0.0,,,0.0,0.0,SELL,,4102782676.0,33139780080.0,00010358.6839c196.01.01,,,01303fe3.0001d294.68393330.0001,,,,0d.a467.11.01.000f0d:120446,2025-05-30;115227,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,IWMY,DFN R2000 EN OPT&0DTE IN ETF,716342254,US88636J1390,ISIN,88636J139,US88636J1390,BBG01JZ6HCY3,ARCA,,IWMY,,,,US,7731620261,1,,,2025-05-30,,2025-05-30;120821,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-94,23.8,-2237.2,2237.2,0,-0.488894,USD,2236.711106,23.79,C,P,-2267.284324,-30.573218,0.94,0.0,,,0.0,0.0,SELL,,4102782676.0,33139780085.0,00010358.6839c192.01.01,,,01303fe3.0001d294.68393330.0001,,,,0d.a467.11.01.000f0d:120442,2025-05-30;115227,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,IWMY,DFN R2000 EN OPT&0DTE IN ETF,716342254,US88636J1390,ISIN,88636J139,US88636J1390,BBG01JZ6HCY3,ARCA,,IWMY,,,,US,7731620276,1,,,2025-05-30,,2025-05-30;120821,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-47,23.8,-1118.6,1118.6,0,-0.244447,USD,1118.355553,23.79,C,P,-1133.642162,-15.286609,0.47,0.0,,,0.0,0.0,SELL,,4102782676.0,33139780090.0,00010358.6839c194.01.01,,,01303fe3.0001d294.68393330.0001,,,,0d.a467.11.01.000f0d:120444,2025-05-30;115227,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968396,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,ISLAND,-60,2.43,-145.8,145.8,0,-1.01713324,USD,144.78286676,2.43,C,P,-103.38,41.403887,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461660.0,00013911.66ecba6b.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,0410003562,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968398,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,DRCTEDGE,-100,2.43,-243,243,0,-0.0285554,USD,242.9714446,2.43,C,P,-172.3,70.673145,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461679.0,0000d7a7.66ec006f.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,1253826748819S,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968454,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,ISLAND,-3,2.43,-7.29,7.29,0,-0.000856662,USD,7.289143338,2.43,C,P,-5.169,2.120194,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461688.0,00013911.66ecba6c.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,0410003572,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968459,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,DARK,-1450,2.43,-3523.5,3523.5,0,-7.4790533,USD,3516.0209467,2.43,C,P,-2498.35,1017.670947,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461693.0,00022650.66ec27cb.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,nyd8#617f6bd6e8759,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968478,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,ISLAND,-200,2.43,-486,486,0,-1.0571108,USD,484.9428892,2.43,C,P,-344.6,140.346289,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461700.0,00013911.66ecba69.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,0410003542,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968481,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,DRCTEDGE,-44,2.43,-106.92,106.92,0,-0.232564376,USD,106.687435624,2.43,C,P,-75.812,30.876184,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461706.0,0000d7a7.66ec006c.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,1253826748816S,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968487,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,ISLAND,-20,2.43,-48.6,48.6,0,-0.10571108,USD,48.49428892,2.43,C,P,-34.46,14.034629,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461711.0,00013911.66ecba6a.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,0410003552,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968491,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,DRCTEDGE,-200,2.43,-486,486,0,-1.0571108,USD,484.9428892,2.43,C,P,-344.6,140.346289,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461719.0,0000d7a7.66ec006e.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,1253826748818S,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968540,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,DRCTEDGE,-100,2.43,-243,243,0,-0.5285554,USD,242.4714446,2.43,C,P,-172.3,70.173145,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461727.0,0000d7a7.66ec006b.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,1253826748815S,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968551,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,ISLAND,-118,2.43,-286.74,286.74,0,-0.623695372,USD,286.116304628,2.43,C,P,-203.314,82.804311,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461732.0,00013911.66ecba68.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,0410003532,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968556,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,NYSE,-300,2.43,-729,729,0,-1.5856662,USD,727.4143338,2.43,C,P,-516.9,210.519434,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461740.0,00012dc6.66ec456f.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,0d.a1ce.13.06.000afc:123390,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968581,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,ISLAND,-399,2.43,-969.57,969.57,0,-2.108936046,USD,967.461063954,2.43,C,P,-687.477,279.990847,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461747.0,00013911.66ecba67.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,0410003522,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968585,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,NYSE,-400,2.43,-972,972,0,-2.1142216,USD,969.8857784,2.43,C,P,-689.2,280.692578,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461753.0,00012dc6.66ec456e.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,0d.a1ce.13.06.000afc:123389,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968621,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,DARK,-200,2.43,-486,486,0,-1.0571108,USD,484.9428892,2.43,C,P,-344.6,140.342889,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461759.0,00022650.66ec27ca.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,nyd8#617f6bd6e870c,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,COMMON,KIND,NEXTDOOR HOLDINGS INC,524706401,US65345M1080,ISIN,65345M108,US65345M1080,BBG00Z8MSWR5,NYSE,,KIND,,,,US,6696968651,1,,,2024-09-19,,2024-09-19;155629,,2024-09-19,,2024-09-20,ExchTrade,DRCTEDGE,-6,2.43,-14.58,14.58,0,-0.031713324,USD,14.548286676,2.43,C,P,-10.338,4.210389,0.0,0.0,,,0.0,0.0,SELL,,3487838494.0,29189461762.0,0000d7a7.66ec006d.01.01,,,01303fe3.0001d294.66eba95b.0002,,,,1253826748817S,2024-09-19;155629,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7639139045,1,,,2025-05-08,,2025-05-08;123614,,2025-05-08,,2025-05-09,ExchTrade,ARCA,30,38.03,1140.9,-1140.9,0,-1.00105,USD,-1141.90105,38.075,O,P,1141.90105,0.0,1.35,0.0,,,0.0,0.0,BUY,,4046841148.0,32783070764.0,00010358.681ce2b5.01.01,,,01303fe3.0001d294.681c3383.0001,,,,0d.a467.10.01.000ef9:140559,2025-05-08;123606,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7639139066,1,,,2025-05-08,,2025-05-08;123614,,2025-05-08,,2025-05-09,ExchTrade,ARCA,24,38.03,912.72,-912.72,0,-0.00084,USD,-912.72084,38.075,O,P,912.72084,0.0,1.08,0.0,,,0.0,0.0,BUY,,4046841148.0,32783070776.0,00010358.681ce2b6.01.01,,,01303fe3.0001d294.681c3383.0001,,,,0d.a467.10.01.000ef9:140560,2025-05-08;123606,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7639139060,1,,,2025-05-08,,2025-05-08;123615,,2025-05-08,,2025-05-09,ExchTrade,ARCA,24,38.03,912.72,-912.72,0,-0.00084,USD,-912.72084,38.075,O,P,912.72084,0.0,1.08,0.0,,,0.0,0.0,BUY,,4046841148.0,32783070801.0,00010358.681ce2b7.01.01,,,01303fe3.0001d294.681c3383.0001,,,,0d.a467.10.01.000ef9:140561,2025-05-08;123606,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7639139072,1,,,2025-05-08,,2025-05-08;123615,,2025-05-08,,2025-05-09,ExchTrade,ARCA,24,38.03,912.72,-912.72,0,-0.00084,USD,-912.72084,38.075,O,P,912.72084,0.0,1.08,0.0,,,0.0,0.0,BUY,,4046841148.0,32783070806.0,00010358.681ce2b8.01.01,,,01303fe3.0001d294.681c3383.0001,,,,0d.a467.10.01.000ef9:140564,2025-05-08;123606,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7639139078,1,,,2025-05-08,,2025-05-08;123618,,2025-05-08,,2025-05-09,ExchTrade,ARCA,67,38.03,2548.01,-2548.01,0,-0.002345,USD,-2548.012345,38.075,O,P,2548.012345,0.0,3.015,0.0,,,0.0,0.0,BUY,,4046841148.0,32783070899.0,00010358.681ce2bc.01.01,,,01303fe3.0001d294.681c3383.0001,,,,0d.a467.10.01.000ef9:140577,2025-05-08;123606,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7639139102,1,,,2025-05-08,,2025-05-08;123618,,2025-05-08,,2025-05-09,ExchTrade,ARCA,25,38.03,950.75,-950.75,0,-0.000875,USD,-950.750875,38.075,O,P,950.750875,0.0,1.125,0.0,,,0.0,0.0,BUY,,4046841148.0,32783070906.0,00010358.681ce2bd.01.01,,,01303fe3.0001d294.681c3383.0001,,,,0d.a467.10.01.000ef9:140578,2025-05-08;123606,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7639148907,1,,,2025-05-08,,2025-05-08;123711,,2025-05-08,,2025-05-09,ExchTrade,ARCA,111,38.03,4221.33,-4221.33,0,-0.528885,USD,-4221.858885,38.075,O,P,4221.858885,0.0,4.995,0.0,,,0.0,0.0,BUY,,4046841148.0,32783098387.0,00010358.681ce2fe.01.01,,,01303fe3.0001d294.681c3383.0001,,,,0d.a467.10.01.000ef9:140727,2025-05-08;123606,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7639149008,1,,,2025-05-08,,2025-05-08;123721,,2025-05-08,,2025-05-09,ExchTrade,ARCA,1095,38.03,41642.85,-41642.85,0,-5.513325,USD,-41648.363325,38.075,O,P,41648.363325,0.0,49.275,0.0,,,0.0,0.0,BUY,,4046841148.0,32783098653.0,00010358.681ce305.01.01,,,01303fe3.0001d294.681c3383.0001,,,,0d.a467.10.01.000ef9:140757,2025-05-08;123606,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7730682509,1,,,2025-05-30,,2025-05-30;103921,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-5,38.61,-193.05,193.05,0,-1.001005,USD,192.048995,38.48,C,P,-190.316842,1.732153,0.65,0.0,,,0.0,0.0,SELL,,4102225291.0,33137053411.0,00010358.6839a5e6.01.01,,,01303fe3.0001d294.68393246.0001,,,,0d.a467.11.01.000f0d:102289,2025-05-30;101222,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7730682561,1,,,2025-05-30,,2025-05-30;103921,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-495,38.61,-19111.95,19111.95,0,-1.599495,USD,19110.350505,38.48,C,P,-18827.200658,283.149847,64.35,0.0,,,0.0,0.0,SELL,,4102225291.0,33137053456.0,00010358.6839a5e7.01.01,,,01303fe3.0001d294.68393246.0001,,,,0d.a467.11.01.000f0d:102290,2025-05-30;101222,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7731455555,1,,,2025-05-30,,2025-05-30;114817,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-798,38.71,-30890.58,30890.58,0,-4.150398,USD,30886.429602,38.48,C,P,-30351.95793,534.471672,183.54,0.0,,,0.0,0.0,SELL,,4102683615.0,33139299180.0,00010358.6839bbf0.01.01,,,01303fe3.0001d294.6839332b.0001,,,,0d.a467.11.01.000f0d:116830,2025-05-30;114610,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7731455601,1,,,2025-05-30,,2025-05-30;114817,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-100,38.71,-3871,3871,0,-0.5201,USD,3870.4799,38.48,C,P,-3803.5035,66.9764,23.0,0.0,,,0.0,0.0,SELL,,4102683615.0,33139299204.0,00010358.6839bbee.01.01,,,01303fe3.0001d294.6839332b.0001,,,,0d.a467.11.01.000f0d:116828,2025-05-30;114610,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
U13241525,,,USD,1,STK,ETF,LFGY,YLDMX CRYP IN & T P OP I ETF,754102223,US88636R7272,ISIN,88636R727,US88636R7272,BBG01RQWMJ86,ARCA,,LFGY,,,,US,7731455610,1,,,2025-05-30,,2025-05-30;114817,,2025-05-30,,2025-06-02,ExchTrade,ARCA,-2,38.71,-77.42,77.42,0,-0.010402,USD,77.409598,38.48,C,P,-76.07007,1.339528,0.46,0.0,,,0.0,0.0,SELL,,4102683615.0,33139299213.0,00010358.6839bbef.01.01,,,01303fe3.0001d294.6839332b.0001,,,,0d.a467.11.01.000f0d:116829,2025-05-30;114610,,,,,EXECUTION,0.0,0.0,LMT,,N,0.0,,,,,0.0,0.0
